考试类型,科目,重要程度,问题,答案,备注
教师资格证,综合素质,中,《未成年人保护法》规定了哪几大保护？,①家庭保护；②学校保护；③社会保护；④司法保护；⑤政府保护；⑥网络保护。共六大保护。,教育法律法规
教师资格证,综合素质,中,逻辑推理中常见的推理形式有哪些？,①直言推理（全称肯定/否定、特称肯定/否定）；②假言推理（充分条件、必要条件、充要条件）；③选言推理（相容选言、不相容选言）；④类比推理。,逻辑推理
教师资格证,综合素质,中,材料分析题的答题思路是什么？,①审题：明确要求用什么知识分析；②定点：找到对应理论知识点；③分析：结合材料逐点作答，做到理论+材料+分析三结合；④总结：适当升华。建议分点作答，条理清晰。,答题技巧
教师资格证,综合素质,中,写作题（综合素质作文）的基本要求是什么？,①字数不少于1000字（中学）或800字（小学）；②文体一般为议论文；③立意要围绕教育理念（素质教育观、学生观、教师观等）；④结构完整（标题、开头、正文、结尾）；⑤论据充分，至少2-3个事例。,答题技巧
教师资格证,综合素质,高,教师职业道德中"为人师表"的要求有哪些？,坚守高尚情操，知荣明耻，严于律己，以身作则；衣着得体，语言规范，举止文明；关心集体，团结协作，尊重同事，尊重家长；作风正派，廉洁奉公；自觉抵制有偿家教，不利用职务之便谋取私利。,职业道德
教师资格证,教育知识与能力,高,教育的本质属性是什么？,教育是一种有目的地培养人的社会活动，这是教育区别于其他事物现象的根本特征。教育的基本要素包括：教育者、受教育者和教育影响（教育媒介）。,教育学基础
教师资格证,教育知识与能力,高,教育的功能有哪些分类？,①按作用对象：个体功能和社会功能；②按作用方向：正向功能和负向功能；③按呈现方式：显性功能和隐性功能。,教育学基础
教师资格证,教育知识与能力,高,古代教育的特点有哪些？,①阶级性和等级性；②道统性（以统治阶级意志为转移）；③专制性；④刻板性和象征性；⑤教育与生产劳动相脱离。,教育学基础
教师资格证,教育知识与能力,高,近现代教育的特点有哪些？,①教育与生产劳动相结合；②教育的公共性日益突出；③教育的科学化程度提高；④教育的世俗化；⑤教育的国际化；⑥教育的终身化和全民化。,教育学基础
教师资格证,教育知识与能力,高,个体身心发展的一般规律有哪些？,①顺序性（教育要循序渐进）；②阶段性（教育要分阶段进行）；③不平衡性（教育要抓住关键期）；④互补性（扬长避短、长善救失）；⑤个别差异性（因材施教）。口诀："顺阶不互个"。,教育与人的发展
教师资格证,教育知识与能力,高,影响个体身心发展的因素有哪些？,①遗传（前提和物质基础）；②环境（提供外部条件，把可能性变为现实）；③学校教育（起主导作用）；④个体主观能动性（决定性因素/动力）。,教育与人的发展
教师资格证,教育知识与能力,高,学校教育在人的发展中起主导作用的原因是什么？,①学校教育是有目的、有计划、有组织的培养人的活动；②学校教育是通过专门训练的教师来进行的；③学校教育能有效控制和协调影响学生发展的各种因素；④学校教育给人的影响比较全面、系统和深刻。,教育与人的发展
教师资格证,教育知识与能力,高,教育目的的层次结构包括哪些？,①国家的教育目的（最高层次）；②各级各类学校的培养目标；③课程目标；④教师的教学目标（最具体、最微观）。,教育目的
教师资格证,教育知识与能力,高,我国当前的教育方针是什么？,教育必须为社会主义现代化建设服务、为人民服务，必须与生产劳动和社会实践相结合，培养德智体美劳全面发展的社会主义建设者和接班人。,教育目的
教师资格证,教育知识与能力,高,课程的类型有哪些分类方式？,①按内容属性：学科课程与活动课程；②按组织方式：分科课程与综合课程；③按学生选择自由度：必修课程与选修课程；④按呈现方式：显性课程与隐性课程；⑤按设计开发主体：国家课程、地方课程与校本课程。,课程
教师资格证,教育知识与能力,高,新课程改革的核心理念是什么？,以人为本，一切为了每一位学生的发展。具体表现为：关注每一位学生、关注学生的情绪生活和情感体验、关注学生的道德生活和人格养成。,课程改革
教师资格证,教育知识与能力,高,新课改的具体目标有哪六个方面？,①课程目标方面：三维目标（知识与技能、过程与方法、情感态度与价值观）；②课程结构方面：均衡性、综合性、选择性；③课程内容方面：改变繁、难、偏、旧，关注学生兴趣和经验；④课程实施方面：倡导自主、合作、探究的学习方式；⑤课程评价方面：发挥评价的促进发展功能；⑥课程管理方面：实行三级课程管理。,课程改革
教师资格证,教育知识与能力,高,教学的基本原则有哪些？,①科学性与思想性统一原则；②理论联系实际原则；③直观性原则；④启发性原则；⑤循序渐进原则；⑥巩固性原则；⑦量力性（可接受性）原则；⑧因材施教原则。口诀："科理直启循巩量因"。,教学
教师资格证,教育知识与能力,高,常见的教学方法有哪些？,①讲授法；②谈话法；③讨论法；④读书指导法；⑤演示法；⑥参观法；⑦练习法；⑧实验法；⑨实习作业法；⑩发现法（探究法）。最常用的是讲授法。,教学
教师资格证,教育知识与能力,高,教学过程的基本阶段有哪些？,①激发学习动机（心理准备）；②领会知识（核心环节，包括感知和理解）；③巩固知识；④运用知识；⑤检查知识。,教学
教师资格证,教育知识与能力,高,班级授课制的优缺点是什么？,优点：①有利于大面积培养人才，提高教学效率；②有利于系统传授知识；③有利于发挥教师的主导作用；④有利于发挥集体的教育作用。缺点：①不利于因材施教；②不利于培养学生的探索精神和创造能力；③缺乏灵活性。,教学组织形式
教师资格证,教育知识与能力,高,德育过程的基本规律有哪些？,①德育过程是促使学生知、情、意、行互动发展的过程；②德育过程是组织学生的活动和交往的过程；③德育过程是促进学生思想内部矛盾斗争的发展过程；④德育过程是一个长期的、反复的、逐步提高的过程。,德育
教师资格证,教育知识与能力,高,常见的德育方法有哪些？,①说服教育法（最基本的方法）；②榜样示范法；③实际锻炼法；④情感陶冶法；⑤道德修养法（自我指导修养法）；⑥品德评价法。口诀："说榜锻陶修评"。,德育
教师资格证,教育知识与能力,高,德育的原则有哪些？,①导向性原则；②疏导原则（循循善诱）；③尊重学生与严格要求学生相结合原则；④教育的一致性与连贯性原则；⑤因材施教原则；⑥知行统一原则；⑦正面教育与纪律约束相结合原则；⑧集体教育与个别教育相结合原则；⑨依靠积极因素、克服消极因素原则。,德育
教师资格证,教育知识与能力,高,班主任工作的内容有哪些？,①了解和研究学生（前提和基础）；②组织和培养良好的班集体（中心环节）；③建立学生成长档案；④组织班会活动和课外活动；⑤协调各种教育影响；⑥操行评定；⑦班主任工作计划与总结。,班级管理
教师资格证,教育知识与能力,高,培养良好班集体的方法有哪些？,①确定班集体的发展目标（最关键）；②建立得力的班集体核心；③建立班集体的正常秩序；④组织形式多样的教育活动；⑤培养正确的集体舆论和良好的班风。,班级管理
教师资格证,教育知识与能力,高,皮亚杰的认知发展阶段理论包括哪些阶段？,①感知运动阶段（0-2岁）：客体永久性；②前运算阶段（2-7岁）：自我中心、不可逆、泛灵论；③具体运算阶段（7-11岁）：守恒概念、去中心化；④形式运算阶段（11-16岁）：抽象逻辑推理、假设-演绎推理。,教育心理学
教师资格证,教育知识与能力,高,维果斯基的"最近发展区"理论是什么？,最近发展区是指学生现有水平与在教师指导下可能达到的水平之间的差距。教育应走在发展的前面，教学应着眼于学生的最近发展区，为学生提供带有难度的内容，调动学生的积极性，发挥其潜能。,教育心理学
教师资格证,教育知识与能力,高,埃里克森的人格发展阶段理论中学龄期的发展任务是什么？,学龄期（6-12岁）的主要矛盾是勤奋感对自卑感。如果儿童在学习、游戏等活动中取得成就并受到鼓励，将形成勤奋感；反之则产生自卑感。此阶段对应于小学教育阶段。,教育心理学
教师资格证,教育知识与能力,高,学习动机的分类有哪些？,①按动机产生的诱因来源：内部动机和外部动机；②按学习动机的社会意义：高尚的动机和低级的动机；③按动机在活动中的作用：主导性动机和辅助性动机；④按与学习活动的关系：近景的直接性动机和远景的间接性动机。,教育心理学
教师资格证,教育知识与能力,高,马斯洛的需要层次理论包括哪几个层次？,从低到高依次为：①生理需要；②安全需要；③归属与爱的需要；④尊重需要；⑤自我实现需要。前四个为缺失需要，自我实现为成长需要。低层次需要满足后才会产生高层次需要。,教育心理学
教师资格证,教育知识与能力,中,遗忘的规律是什么？艾宾浩斯遗忘曲线的特点是什么？,遗忘的规律是"先快后慢"。艾宾浩斯遗忘曲线表明：遗忘在学习之后立即开始，最初遗忘速度很快，以后逐渐缓慢。因此要及时复习，合理分配复习时间。,教育心理学
教师资格证,教育知识与能力,中,知识迁移的类型有哪些？,①按迁移效果：正迁移和负迁移；②按迁移方向：顺向迁移和逆向迁移；③按迁移内容的抽象概括水平：水平迁移（横向）和垂直迁移（纵向）；④按迁移的路径：低路迁移和高路迁移；⑤按迁移范围：一般迁移和具体迁移。,教育心理学
教师资格证,教育知识与能力,中,建构主义学习理论的基本观点是什么？,①知识观：知识不是客观的，是个体主动建构的；②学生观：学生是知识意义的主动建构者，而不是外部刺激的被动接受者；③学习观：学习是学生主动建构知识的过程，强调情境性、社会互动性和主动性。,教育心理学
教师资格证,教育知识与能力,高,中学生心理发展的特点有哪些？,①过渡性（从幼稚向成熟过渡）；②闭锁性（内心世界封闭）；③社会性（社会意识增强）；④动荡性（情绪起伏大、思想不稳定）。中学阶段也称为"心理断乳期"或"危险期"。,中学生心理
教师资格证,教育知识与能力,中,中学生常见的心理问题有哪些？如何进行心理辅导？,常见问题：①焦虑症；②抑郁症；③强迫症；④恐惧症；⑤网络成瘾；⑥人际关系问题。心理辅导原则：面向全体学生、预防与发展相结合、尊重与理解学生、学生主体性原则、个别化对待原则。,中学生心理
教师资格证,教育知识与能力,中,教育研究的基本方法有哪些？,①观察法（最基本的方法）；②调查法（问卷调查、访谈调查等）；③实验法（最严密的方法）；④行动研究法（教师常用）；⑤历史法；⑥个案研究法。,教育研究方法
教师资格证,教育知识与能力,中,什么是教学反思？教学反思的类型有哪些？,教学反思是教师以自己的教学活动过程为对象，对自己所做出的行为、决策以及由此产生的结果进行审视和分析的过程。类型：①教学前反思；②教学中反思；③教学后反思。美国学者波斯纳提出教师成长公式：经验+反思=成长。,教师专业发展
教师资格证,教育知识与能力,高,操作性条件作用理论（斯金纳）的核心概念有哪些？,①正强化（给予愉快刺激以增加行为频率）；②负强化（撤销厌恶刺激以增加行为频率）；③惩罚（呈现厌恶刺激或撤销愉快刺激以减少行为频率）；④消退（不给予任何强化以减少行为频率）。强化是增强行为，惩罚是减少行为。,教育心理学
教师资格证,教育知识与能力,中,教师专业发展的途径有哪些？,①观摩和分析优秀教师的教学活动；②开展微格教学；③进行专门训练；④反思教学经验；⑤参与教育科研；⑥自主学习与终身学习。,教师专业发展
