考试类型,科目,重要程度,问题,答案,备注
环境影响评价工程师,环境影响评价相关法律法规,中,遇到案例题引用《海洋环境保护法》时，答题应如何体现法规应用？,先指出适用情形，再说明项目应履行的程序或义务，最后落到合规要求、环保措施或法律责任。,案例分析通用答法
环境影响评价工程师,环境影响评价相关法律法规,高,《长江保护法》在环评工程师考试中的定位是什么？,《长江保护法》是长江流域生态环境保护的重要法律。备考时要抓住流域统筹、岸线保护、总磷控制与生态修复。,法规定位题常考
环境影响评价工程师,环境影响评价相关法律法规,高,复习《长江保护法》时应重点把握哪些与环评实务直接相关的制度？,重点抓住：流域统筹、岸线保护、总磷控制与生态修复，并能结合建设项目审批、实施、验收场景判断适用。,适合做框架记忆
环境影响评价工程师,环境影响评价相关法律法规,中,遇到案例题引用《长江保护法》时，答题应如何体现法规应用？,先指出适用情形，再说明项目应履行的程序或义务，最后落到合规要求、环保措施或法律责任。,案例分析通用答法
环境影响评价工程师,环境影响评价相关法律法规,高,《黄河保护法》在环评工程师考试中的定位是什么？,《黄河保护法》是黄河流域生态保护和高质量发展的法律依据。备考时要抓住水资源刚性约束、生态保护、污染防治与流域协同。,法规定位题常考
环境影响评价工程师,环境影响评价相关法律法规,高,复习《黄河保护法》时应重点把握哪些与环评实务直接相关的制度？,重点抓住：水资源刚性约束、生态保护、污染防治与流域协同，并能结合建设项目审批、实施、验收场景判断适用。,适合做框架记忆
环境影响评价工程师,环境影响评价相关法律法规,中,遇到案例题引用《黄河保护法》时，答题应如何体现法规应用？,先指出适用情形，再说明项目应履行的程序或义务，最后落到合规要求、环保措施或法律责任。,案例分析通用答法
环境影响评价工程师,环境影响评价相关法律法规,高,《清洁生产促进法》在环评工程师考试中的定位是什么？,《清洁生产促进法》是推动源头减污和全过程控制的重要法律。备考时要抓住原辅料替代、节能降耗、清洁生产审核与方案优化。,法规定位题常考
环境影响评价工程师,环境影响评价相关法律法规,高,复习《清洁生产促进法》时应重点把握哪些与环评实务直接相关的制度？,重点抓住：原辅料替代、节能降耗、清洁生产审核与方案优化，并能结合建设项目审批、实施、验收场景判断适用。,适合做框架记忆
环境影响评价工程师,环境影响评价相关法律法规,中,遇到案例题引用《清洁生产促进法》时，答题应如何体现法规应用？,先指出适用情形，再说明项目应履行的程序或义务，最后落到合规要求、环保措施或法律责任。,案例分析通用答法
环境影响评价工程师,环境影响评价相关法律法规,高,《循环经济促进法》在环评工程师考试中的定位是什么？,《循环经济促进法》是资源综合利用和循环化改造的重要法律。备考时要抓住减量化、再利用、资源化及园区循环改造。,法规定位题常考
环境影响评价工程师,环境影响评价相关法律法规,高,复习《循环经济促进法》时应重点把握哪些与环评实务直接相关的制度？,重点抓住：减量化、再利用、资源化及园区循环改造，并能结合建设项目审批、实施、验收场景判断适用。,适合做框架记忆
环境影响评价工程师,环境影响评价相关法律法规,中,遇到案例题引用《循环经济促进法》时，答题应如何体现法规应用？,先指出适用情形，再说明项目应履行的程序或义务，最后落到合规要求、环保措施或法律责任。,案例分析通用答法
环境影响评价工程师,环境影响评价相关法律法规,高,《节约能源法》在环评工程师考试中的定位是什么？,《节约能源法》是高耗能项目能效论证和节能审查的重要背景法律。备考时要抓住能效约束、节能管理和重点用能单位要求。,法规定位题常考
环境影响评价工程师,环境影响评价相关法律法规,高,复习《节约能源法》时应重点把握哪些与环评实务直接相关的制度？,重点抓住：能效约束、节能管理和重点用能单位要求，并能结合建设项目审批、实施、验收场景判断适用。,适合做框架记忆
环境影响评价工程师,环境影响评价相关法律法规,中,遇到案例题引用《节约能源法》时，答题应如何体现法规应用？,先指出适用情形，再说明项目应履行的程序或义务，最后落到合规要求、环保措施或法律责任。,案例分析通用答法
环境影响评价工程师,环境影响评价相关法律法规,高,《突发事件应对法》在环评工程师考试中的定位是什么？,《突发事件应对法》是突发环境事件响应的上位法之一。备考时要抓住风险防控、应急准备、预警与响应处置。,法规定位题常考
环境影响评价工程师,环境影响评价相关法律法规,高,复习《突发事件应对法》时应重点把握哪些与环评实务直接相关的制度？,重点抓住：风险防控、应急准备、预警与响应处置，并能结合建设项目审批、实施、验收场景判断适用。,适合做框架记忆
环境影响评价工程师,环境影响评价相关法律法规,中,遇到案例题引用《突发事件应对法》时，答题应如何体现法规应用？,先指出适用情形，再说明项目应履行的程序或义务，最后落到合规要求、环保措施或法律责任。,案例分析通用答法
环境影响评价工程师,环境影响评价相关法律法规,高,《突发环境事件应急管理办法》在环评工程师考试中的定位是什么？,《突发环境事件应急管理办法》是环境风险项目应急预案与演练的重要依据。备考时要抓住风险识别、应急预案、物资储备和信息报告。,法规定位题常考
环境影响评价工程师,环境影响评价相关法律法规,高,复习《突发环境事件应急管理办法》时应重点把握哪些与环评实务直接相关的制度？,重点抓住：风险识别、应急预案、物资储备和信息报告，并能结合建设项目审批、实施、验收场景判断适用。,适合做框架记忆
环境影响评价工程师,环境影响评价相关法律法规,中,遇到案例题引用《突发环境事件应急管理办法》时，答题应如何体现法规应用？,先指出适用情形，再说明项目应履行的程序或义务，最后落到合规要求、环保措施或法律责任。,案例分析通用答法
环境影响评价工程师,环境影响评价相关法律法规,高,《排污许可管理条例》在环评工程师考试中的定位是什么？,《排污许可管理条例》是固定污染源排污许可的核心法规。备考时要抓住一证式管理、按证排污、自行监测与台账记录。,法规定位题常考
环境影响评价工程师,环境影响评价相关法律法规,高,复习《排污许可管理条例》时应重点把握哪些与环评实务直接相关的制度？,重点抓住：一证式管理、按证排污、自行监测与台账记录，并能结合建设项目审批、实施、验收场景判断适用。,适合做框架记忆
环境影响评价工程师,环境影响评价相关法律法规,中,遇到案例题引用《排污许可管理条例》时，答题应如何体现法规应用？,先指出适用情形，再说明项目应履行的程序或义务，最后落到合规要求、环保措施或法律责任。,案例分析通用答法
环境影响评价工程师,环境影响评价相关法律法规,高,《环境保护税法》在环评工程师考试中的定位是什么？,《环境保护税法》是通过税制引导减污的重要法律。备考时要抓住应税污染物种类、计税依据与减免情形。,法规定位题常考
环境影响评价工程师,环境影响评价相关法律法规,高,复习《环境保护税法》时应重点把握哪些与环评实务直接相关的制度？,重点抓住：应税污染物种类、计税依据与减免情形，并能结合建设项目审批、实施、验收场景判断适用。,适合做框架记忆
环境影响评价工程师,环境影响评价相关法律法规,中,遇到案例题引用《环境保护税法》时，答题应如何体现法规应用？,先指出适用情形，再说明项目应履行的程序或义务，最后落到合规要求、环保措施或法律责任。,案例分析通用答法
环境影响评价工程师,环境影响评价相关法律法规,高,《行政处罚法》在环评工程师考试中的定位是什么？,《行政处罚法》是生态环境行政处罚程序的重要共通法律。备考时要抓住处罚种类、程序正当、陈述申辩和听证。,法规定位题常考
环境影响评价工程师,环境影响评价相关法律法规,高,复习《行政处罚法》时应重点把握哪些与环评实务直接相关的制度？,重点抓住：处罚种类、程序正当、陈述申辩和听证，并能结合建设项目审批、实施、验收场景判断适用。,适合做框架记忆
环境影响评价工程师,环境影响评价相关法律法规,中,遇到案例题引用《行政处罚法》时，答题应如何体现法规应用？,先指出适用情形，再说明项目应履行的程序或义务，最后落到合规要求、环保措施或法律责任。,案例分析通用答法
环境影响评价工程师,环境影响评价相关法律法规,高,《行政许可法》在环评工程师考试中的定位是什么？,《行政许可法》是环评审批等行政许可行为的程序法依据。备考时要抓住受理、审查、决定、时限和公开要求。,法规定位题常考
环境影响评价工程师,环境影响评价相关法律法规,高,复习《行政许可法》时应重点把握哪些与环评实务直接相关的制度？,重点抓住：受理、审查、决定、时限和公开要求，并能结合建设项目审批、实施、验收场景判断适用。,适合做框架记忆
环境影响评价工程师,环境影响评价相关法律法规,中,遇到案例题引用《行政许可法》时，答题应如何体现法规应用？,先指出适用情形，再说明项目应履行的程序或义务，最后落到合规要求、环保措施或法律责任。,案例分析通用答法
环境影响评价工程师,环境影响评价相关法律法规,高,《政府信息公开条例》在环评工程师考试中的定位是什么？,《政府信息公开条例》是环评信息公开的重要制度支撑。备考时要抓住主动公开、依申请公开和不予公开边界。,法规定位题常考
环境影响评价工程师,环境影响评价相关法律法规,高,复习《政府信息公开条例》时应重点把握哪些与环评实务直接相关的制度？,重点抓住：主动公开、依申请公开和不予公开边界，并能结合建设项目审批、实施、验收场景判断适用。,适合做框架记忆
环境影响评价工程师,环境影响评价相关法律法规,中,遇到案例题引用《政府信息公开条例》时，答题应如何体现法规应用？,先指出适用情形，再说明项目应履行的程序或义务，最后落到合规要求、环保措施或法律责任。,案例分析通用答法
环境影响评价工程师,环境影响评价相关法律法规,高,《建设项目竣工环境保护验收暂行办法》在环评工程师考试中的定位是什么？,《建设项目竣工环境保护验收暂行办法》是竣工环保验收常考规范。备考时要抓住建设单位自主验收、验收监测、验收报告与公开。,法规定位题常考
环境影响评价工程师,环境影响评价相关法律法规,高,复习《建设项目竣工环境保护验收暂行办法》时应重点把握哪些与环评实务直接相关的制度？,重点抓住：建设单位自主验收、验收监测、验收报告与公开，并能结合建设项目审批、实施、验收场景判断适用。,适合做框架记忆
环境影响评价工程师,环境影响评价相关法律法规,中,遇到案例题引用《建设项目竣工环境保护验收暂行办法》时，答题应如何体现法规应用？,先指出适用情形，再说明项目应履行的程序或义务，最后落到合规要求、环保措施或法律责任。,案例分析通用答法
环境影响评价工程师,环境影响评价相关法律法规,高,《环境影响评价公众参与办法》在环评工程师考试中的定位是什么？,《环境影响评价公众参与办法》是建设项目公众参与的直接依据。备考时要抓住公示节点、征求意见稿、公众意见收集与说明。,法规定位题常考
环境影响评价工程师,环境影响评价相关法律法规,高,复习《环境影响评价公众参与办法》时应重点把握哪些与环评实务直接相关的制度？,重点抓住：公示节点、征求意见稿、公众意见收集与说明，并能结合建设项目审批、实施、验收场景判断适用。,适合做框架记忆
环境影响评价工程师,环境影响评价相关法律法规,中,遇到案例题引用《环境影响评价公众参与办法》时，答题应如何体现法规应用？,先指出适用情形，再说明项目应履行的程序或义务，最后落到合规要求、环保措施或法律责任。,案例分析通用答法
环境影响评价工程师,环境影响评价相关法律法规,高,建设项目为什么要实行环评分类管理？,因为不同项目对环境影响程度差异大，分类管理有利于提高监管针对性，分别采用报告书、报告表、登记表等不同深度要求。,基础概念
环境影响评价工程师,环境影响评价相关法律法规,高,报告书、报告表、登记表的核心区别是什么？,核心区别在于环境影响程度、论证深度和审批要求。报告书最全面，报告表较简化，登记表以备案为主。,名录判定高频
环境影响评价工程师,环境影响评价相关法律法规,高,项目发生重大变动后为什么可能要重新报批环评？,重大变动可能导致环境影响性质、规模、范围或防治措施发生实质变化，原结论不再适用，应依法重新分析并履行变更手续。,案例常考
环境影响评价工程师,环境影响评价相关法律法规,中,“未批先建”在环评法语境下指什么？,指建设项目环评文件未经依法审批或审查同意即擅自开工建设。,易考法律责任
环境影响评价工程师,环境影响评价相关法律法规,高,环保“三同时”制度的核心含义是什么？,防治污染和生态保护措施应与主体工程同时设计、同时施工、同时投产使用。,必背
环境影响评价工程师,环境影响评价相关法律法规,中,建设项目竣工环保验收的责任主体是谁？,建设单位是竣工环境保护验收的责任主体，应组织验收、形成报告并依法公开。,常见陷阱
环境影响评价工程师,环境影响评价相关法律法规,中,公众参与在建设项目环评中的主要目标是什么？,保障公众知情、参与和监督，识别社会关注的环境问题，优化项目选址、布局和环保措施。,程序题高频
环境影响评价工程师,环境影响评价相关法律法规,中,环评审批与排污许可的关系如何理解？,环评决定项目能否建设及如何建设，排污许可决定投运后如何按证排污，两者前后衔接、不可替代。,制度衔接
环境影响评价工程师,环境影响评价相关法律法规,高,为什么案例题常要求说明项目与“三线一单”的符合性？,因为“三线一单”是区域生态环境分区管控的底线约束，关系项目准入、布局、排放和风险控制可行性。,近年高频
环境影响评价工程师,环境影响评价相关法律法规,中,生态保护红线对建设项目准入意味着什么？,原则上严格保护，项目选址应避让；确需涉及时应论证合法性、必要性并落实更严格保护要求。,新要求衔接
环境影响评价工程师,环境影响评价相关法律法规,中,环境质量底线在项目环评中的判断重点是什么？,判断项目实施后所在区域及敏感目标环境质量是否能维持功能区要求，是否会导致超标加剧或功能下降。,三线一单
环境影响评价工程师,环境影响评价相关法律法规,中,资源利用上线在项目环评中的常见考查点有哪些？,取水、能源消耗、岸线占用、土地占用及资源开发强度是否与区域约束相协调。,案例常见
环境影响评价工程师,环境影响评价相关法律法规,中,生态环境准入清单在答题时通常怎么用？,用于说明项目所属行业、工艺、布局和排放是否属于允许、限制或禁止情形，并提出准入优化建议。,规范表述
环境影响评价工程师,环境影响评价相关法律法规,中,规划环评与项目环评的关系是什么？,规划环评从区域和布局层面提出环境准入与优化要求，项目环评应落实并细化规划环评结论及审查意见。,两者衔接
环境影响评价工程师,环境影响评价相关法律法规,高,为什么“两高”项目在近年环评中被反复强调？,因为高耗能高排放项目关系能耗强度、碳排放和区域环境容量，审查更强调源头控制和结构优化。,政策热点
环境影响评价工程师,环境影响评价相关法律法规,中,碳排放要求虽然不等同于传统污染物管控，但在环评中应如何体现？,应结合项目能效、原料路线、清洁能源替代、减污降碳协同和总量控制要求进行论证。,最新考向
环境影响评价工程师,环境影响评价相关法律法规,高,环评文件审批时为什么要关注区域削减替代和总量指标？,重点污染物新增排放需与区域环境质量改善目标衔接，避免突破总量或使区域治理压力上升。,总量控制
环境影响评价工程师,环境影响评价相关法律法规,高,建设项目选址为什么要先查环境敏感区？,敏感区决定项目准入、评价等级、保护目标和措施强度，直接影响项目是否可行。,答题先手
环境影响评价工程师,环境影响评价相关法律法规,高,饮用水水源保护区内建设项目审查的核心原则是什么？,严格保护饮用水安全，原则上从严限制或禁止可能造成污染风险的项目。,常考禁限要求
环境影响评价工程师,环境影响评价相关法律法规,高,自然保护地相关项目为什么常被判定为高风险答题场景？,因为涉及重要生态功能、生物多样性和严格保护要求，选址合法性与替代方案论证尤为关键。,生态类案例
环境影响评价工程师,环境影响评价相关法律法规,中,建设单位在环评中的首要法定义务是什么？,如实提供项目资料，依法组织环评并对内容真实性和后续落实负责。,责任主体
环境影响评价工程师,环境影响评价相关法律法规,中,环评机构或技术单位在考试中常对应哪些责任考点？,技术文件编制质量、数据真实性、结论客观性以及不得出具虚假文件。,责任边界
环境影响评价工程师,环境影响评价相关法律法规,高,为什么说信息公开贯穿环评全过程？,从公示、征求意见、批复公开到验收公开，信息公开是公众监督和程序合法的重要保障。,程序合规
环境影响评价工程师,环境影响评价相关法律法规,中,行政复议和行政诉讼在环评考试里通常考什么？,多考审批、处罚、信息公开等行政行为的救济路径和程序权利，不要求展开法学细节但要会判断。,辅助考点
环境影响评价工程师,环境影响评价相关法律法规,中,环评批复不是万能“通行证”，这句话如何理解？,项目还应符合规划、土地、排污许可、安全、节能等其他管理要求，环评批复只是开工前的重要前置之一。,综合判断
环境影响评价工程师,环境影响评价相关法律法规,中,“以新带老”在环评整改中通常指什么？,新建或改扩建项目应结合原有工程问题同步整改，统筹解决历史环保欠账。,案例常见
环境影响评价工程师,环境影响评价相关法律法规,高,清洁生产审核在化工、制药等项目中为什么经常出现？,因为这些行业污染物种类复杂、排放强度高，源头减量和过程控制是环评论证重点。,行业热点
环境影响评价工程师,环境影响评价相关法律法规,中,危险废物转移联单制度的记忆关键词是什么？,来源可追、去向可查、过程可控、责任可追。,危废高频
环境影响评价工程师,环境影响评价相关法律法规,高,排污许可台账和自行监测为什么常在案例结论中出现？,因为它们是项目运营期持续合规的核心管理要求，体现从审批到运行监管的闭环。,运维管理
环境影响评价工程师,环境影响评价相关法律法规,中,建设项目环保投资分析在法规科目中有什么意义？,体现污染防治措施的可实施性和与主体工程的匹配程度，案例题常要求判断是否充分。,综合题
环境影响评价工程师,环境影响评价技术导则与标准,高,《环境影响评价技术导则 总纲》主要解决什么问题？,主要规定环评的一般原则、工作程序、内容框架、评价等级与范围确定、标准选取和结论表达等共性要求。,总纲必考
环境影响评价工程师,环境影响评价技术导则与标准,高,总纲在全套导则中的作用是什么？,总纲是各要素导则和专题导则的统领性文件，遇到要素导则未明确事项时通常先回到总纲判断。,体系题
环境影响评价工程师,环境影响评价技术导则与标准,高,确定评价等级的本质目的是什么？,根据项目影响程度和环境敏感程度确定工作深度，使调查、预测和论证与实际风险相匹配。,高频概念
环境影响评价工程师,环境影响评价技术导则与标准,高,确定评价范围时应同时考虑哪些因素？,污染源特征、影响扩散范围、环境敏感目标、功能区要求以及模型预测需要。,方法衔接
环境影响评价工程师,环境影响评价技术导则与标准,高,为什么要先识别环境敏感目标再开展评价？,敏感目标决定保护重点、监测布点、预测范围、标准选取和措施强度。,答题先后顺序
环境影响评价工程师,环境影响评价技术导则与标准,高,环境质量标准与污染物排放标准的区别是什么？,前者约束环境受体质量目标，后者约束污染源排放行为，两者共同服务于达标排放和环境质量改善。,易混
环境影响评价工程师,环境影响评价技术导则与标准,高,国家标准与地方标准并存时如何选用？,有地方标准且更严格或有专门规定时，通常优先执行地方标准；无地方标准再执行国家标准。,标准适用
环境影响评价工程师,环境影响评价技术导则与标准,高,环境功能区在标准选取中有什么作用？,决定环境质量目标和适用类别，是选取环境质量标准和评价目标值的重要依据。,基础
环境影响评价工程师,环境影响评价技术导则与标准,高,达标排放是否等于环境影响可接受？,不等于。达标排放只是源强合规，仍需判断环境质量、叠加影响、敏感目标和风险是否可接受。,高频判断
环境影响评价工程师,环境影响评价技术导则与标准,高,环境影响预测的目的是什么？,识别项目实施后污染物或生态影响的时空变化及其对环境目标的影响，为措施和结论提供依据。,预测意义
环境影响评价工程师,环境影响评价技术导则与标准,高,现状监测在环评中的核心价值是什么？,为环境质量现状、背景值、模型参数和超标原因分析提供基础数据。,监测题
环境影响评价工程师,环境影响评价技术导则与标准,高,为什么要开展工程分析？,工程分析用于识别产污环节、污染物种类、源强和治理措施，是各要素评价的基础。,总纲高频
环境影响评价工程师,环境影响评价技术导则与标准,高,替代方案分析在导则中为什么重要？,因为选址、布局、工艺和环保方案的比选是源头预防的重要体现，也是案例题得分点。,源头预防
环境影响评价工程师,环境影响评价技术导则与标准,高,施工期与运行期评价为什么必须分开论述？,两阶段污染源、影响机制、持续时间和防治措施差异明显，混写容易失分。,案例评分点
环境影响评价工程师,环境影响评价技术导则与标准,高,“以改善环境质量为核心”在导则答题中如何体现？,既要看是否达标，也要看区域环境质量是否改善或至少不恶化，并与生态环境管理目标衔接。,最新导向
环境影响评价工程师,环境影响评价技术导则与标准,高,大气环境导则（HJ 2.2-2018）复习时首先要抓什么？,先抓适用范围、评价等级、评价范围和核心工作内容，再结合污染源强核算等高频模块系统记忆。,导则入门
环境影响评价工程师,环境影响评价技术导则与标准,高,大气环境导则中最容易和案例题结合的模块有哪些？,常与案例结合的是：评价等级与范围、现状调查与监测、预测模型与情景设置、大气环境防护距离和结论。答题时要落到项目情景。,案例导则结合
环境影响评价工程师,环境影响评价技术导则与标准,中,为什么大气环境评价不能只背标准编号？,因为考试更重视适用条件、参数选取、工作程序和结论表达，单记编号不足以解题。,学习方法
环境影响评价工程师,环境影响评价技术导则与标准,中,大气环境评价中“敏感性”通常影响什么？,影响评价等级、调查深度、监测布点、预测范围和保护措施强度。,通用规律
环境影响评价工程师,环境影响评价技术导则与标准,中,大气环境评价结论通常至少应回答哪三个问题？,一是影响是否可预测可控，二是是否满足相应标准和功能要求，三是措施落实后项目环境可接受性如何。,结论模板
环境影响评价工程师,环境影响评价技术导则与标准,高,地表水环境导则（HJ 2.3-2018）复习时首先要抓什么？,先抓适用范围、评价等级、评价范围和核心工作内容，再结合评价等级与评价因子等高频模块系统记忆。,导则入门
环境影响评价工程师,环境影响评价技术导则与标准,高,地表水环境导则中最容易和案例题结合的模块有哪些？,常与案例结合的是：水环境现状调查、纳污水体功能与混合过程、正常和非正常排放分析、达标与容量判断。答题时要落到项目情景。,案例导则结合
环境影响评价工程师,环境影响评价技术导则与标准,中,为什么地表水环境评价不能只背标准编号？,因为考试更重视适用条件、参数选取、工作程序和结论表达，单记编号不足以解题。,学习方法
环境影响评价工程师,环境影响评价技术导则与标准,中,地表水环境评价中“敏感性”通常影响什么？,影响评价等级、调查深度、监测布点、预测范围和保护措施强度。,通用规律
